,Autism,Multiple Sclerosis,Crohn's Disease,Ulcerative Colitis,Irritable Bowel Syndrome,Cirrhosis,Type 2 Diabetes,Obesity,Pouchitis,Short Bowel Syndrome,Acquired Immunodeficiency Syndrome,Psoriasis,Cystic Fibrosis,Chronic Obstructive Pulmonary Disease,Inflammatory Bowel Disease,Parkinson's Disease,Alzheimer's Disease,Atherosclerosis,Type 1 Diabetes,Caries,Allergy,Behcet's Disease,Sjögren Syndrome,Hepatitis B,Tuberculosis,Asthma,Rheumatoid Arthritis,Blepharitis,Polycystic Ovary Syndrome,Trachoma,Megaesophagus,Pneumonia,Hypertension,Viral Diarrhea,Spondyloarthritis,Transient Ischemic Attack,Denture Stomatitis,Coronary Heart Disease,Acne,Vitiligo,Appendicitis,Postmenopausal,Psoriatic Arthritis,Botulism,Idiopathic Pulmonary Fibrosis,Rett Syndrome,Gingivitis,Anorexia Nervosa,Pancreatitis,Ascites,Alcoholism,Gastroenteritis,Hepatitis C,Schizophrenia,Cervicitis,Smoking,Pregnancy,Hyperthyroidism,Otitis Media,Prediabetes,Chlamydia,Azoospermia,Hyperlipidemia,Oligoasthenoteratozoospermia,Attention Deficit Hyperactivity Disorder,Osteoarthritis,Bronchiectasis,Wilson's Disease,Bronchiolitis,Keratitis,Anovulation,Silicosis,Urolithiasis,Endometriosis,Urogenital Schistosomiasis,Cholestasis,Diarrhea,Pediculosis,Rosacea,Fibromyalgia,Sepsis,Intrahepatic Cholangiocarcinoma,Osteoporosis,Miscarriage,Huntington's Disease,Vestibulodynia,Hyperglycemia,Migraine,Traumatic Brain Injury,Vulvodynia,Fatigue,Sarcopenia
Appendicitis,0.2584539010584518,0.388020341016478,0.5908391567007975,0.5553301796153427,0.43859279105297255,0.13483997249264842,0.4771260565124486,0.4513829377300713,0.2548235957188128,0.447721504346782,0.46722572910344506,0.4832549570727172,0.5089340502348454,0.4336908741196556,0.5964320793656583,0.37370019738311366,0.31011165661010887,0.3432465321284132,0.4497764451088039,0.3669879217087869,0.45428757949636683,0.4381852001066178,0.09341987329938276,0.4447797619440513,0.5342054792597569,0.48582816064239603,0.4952274784001946,0.15569978883230462,0.447721504346782,0.1348399724926484,0.4315389847010401,0.5025347347475339,0.47119321660563024,0.19069251784911845,0.49690601165168513,0.3673069030134305,0.09534625892455922,0.49179001937044986,0.22438727760202976,0.18698939800169143,1.0000000000000007,0.3467313578382388,0.3579939178712621,0.3082444853628338,0.35961856625663946,0.18881372801234023,0.32003787654626503,0.43017058124883756,0.5089340502348454,0.5945883900105634,0.42860927611842964,0.5106730600098367,0.5015945091376618,0.4088876773716399,0.2860387767736777,0.442697256874288,0.5014213040454076,0.46723836348451586,0.3269014591699174,0.3237481030440161,0.5285251583181323,0.0,0.4607439769383996,0.32433748657040123,0.277836251155497,0.4580286124143446,0.33251332389110444,0.3302891295379083,0.3302891295379082,0.2911197917315652,0.3093441124448729,0.31908961408698616,0.26967994498529685,0.5590653920196751,0.422115882408869,0.5839247578124299,0.19069251784911845,0.27247463045653314,0.2874797872880344,0.41072774693139996,0.5124861417195061,0.50608940140398,0.45664839365797677,0.41612518928823955,0.2097338069904835,0.09534625892455922,0.4820177488611977,0.39639386873859933,0.25748661559088487,0.09534625892455922,0.14301938838683886,0.18018749253911182
Postmenopausal,0.25275763912268073,0.4211174438061581,0.4825174911355036,0.476282042478447,0.4444671196029726,0.21428571428571425,0.46153846153846184,0.47822077998493584,0.32396954829362323,0.3388154635894691,0.4144232386416242,0.5119878116463091,0.42083411103923357,0.4135291205802922,0.4001995952775778,0.43759497449368395,0.4305137179612784,0.3636549160387958,0.42236890999396065,0.38880789567986945,0.4442751902989853,0.3979185818079682,0.2804272736063895,0.4188666663644749,0.4170288281141494,0.43638796499329074,0.49254939562585215,0.16495721976846453,0.4517539514526255,0.23809523809523805,0.3341054755153316,0.41832521158188224,0.4306900461773059,0.2020305089104421,0.43195939772483105,0.3405026123034993,0.1515228816828316,0.4483284342594133,0.2773500981126145,0.31697154070013084,0.3467313578382387,1.0000000000000009,0.4685212856658181,0.3265717551433469,0.3628575057148299,0.32006401920640215,0.28690229202651546,0.4281261594345081,0.3945319790992814,0.37796447300922703,0.4012915470896254,0.383961110834102,0.4483837494404457,0.42236890999396065,0.1515228816828316,0.3371071728279791,0.31586902765289515,0.41050349515385093,0.37519951654796385,0.2694977766525138,0.2799748199650661,0.0,0.488138397815571,0.34362159674454557,0.40139391924929735,0.5499631308702322,0.2583412657655614,0.29160592175990213,0.20412414523193148,0.3447146304290884,0.36051043893945406,0.3139144374705917,0.34285714285714275,0.48319675695112596,0.2874944542499729,0.37444189408166745,0.2020305089104421,0.28867513459481287,0.2741152067429276,0.5076730825668097,0.4040610178208842,0.29787773436724957,0.6585046078685187,0.37473670705079454,0.34071269969713963,0.2020305089104421,0.34941060825676457,0.4522670168666457,0.28715366150263194,0.2020305089104421,0.2525381361380526,0.4199819515766668
Psoriatic Arthritis,0.2072390845763268,0.42748872007478883,0.45621275880976075,0.5053652107611433,0.28712196779460103,0.1952172023607576,0.4685212856658183,0.4133757697024439,0.2361125344403821,0.32101211891111664,0.4404694129782468,0.5432512781572743,0.416931843411407,0.33487169546709517,0.4144781691526535,0.38726483565128744,0.3344053936859825,0.39755349386944744,0.42622208404599515,0.36129347073589163,0.4452148199394335,0.5075129417450238,0.21640071232018374,0.4006728959722632,0.45590272631808515,0.4403690316474541,0.45652301574829723,0.27050089040022973,0.4444783184923152,0.15617376188860604,0.28835491804079716,0.40188723221438455,0.4066322939859913,0.27607881518711636,0.4722250688807641,0.3855374107484291,0.22086305214969307,0.43713402460329165,0.47646289000663106,0.32486106136815746,0.35799391787126206,0.46852128566581797,1.0000000000000002,0.31734540150320767,0.37684766428505906,0.19681830757831292,0.31364627168171055,0.3321535233483377,0.4456857636466765,0.3738448461972715,0.4271537769862932,0.41975255768522807,0.5083352694921178,0.4025430793767732,0.1656472891122698,0.44864651681195145,0.4080973947682761,0.4223709418787636,0.41017423970657263,0.3749701088039061,0.3060730460762073,0.0,0.4150540095052884,0.20869596778242058,0.3071672720050332,0.4951294989828183,0.2310732746833936,0.43036428131775323,0.2869095208785023,0.3371794890971581,0.2508010273650065,0.36957457414391826,0.2811127713994909,0.4771187236136977,0.24445060351935236,0.39154834251930704,0.27607881518711636,0.360667853866973,0.33296357910601343,0.4439972046386438,0.4003142820213186,0.2930803240616263,0.5288973008492975,0.313275750262722,0.2591114353005055,0.11043152607484653,0.33790660887593993,0.43556548864691036,0.2825289656088066,0.11043152607484653,0.24847093366840473,0.16695677422593644
Botulism,0.43067838460705465,0.481337719608399,0.4869258405481769,0.46077532028271434,0.30532901344551744,0.22225022225033336,0.4298465836929527,0.44491259150112455,0.1440046082211958,0.3815291812286871,0.4912301701002878,0.4283836420813329,0.4676523735449559,0.38124359863210927,0.2996023545092554,0.4816466835729725,0.412942373626018,0.2873684832428399,0.471764884284272,0.2765204519281135,0.4937012989212934,0.4834582964024929,0.4252766335619247,0.4189194436174239,0.4766644271991387,0.4575812124644062,0.4949912224043371,0.18330889377669163,0.2811267651158747,0.21166687833365083,0.3439179697143974,0.5183941911953444,0.43509526583596625,0.13470397652008118,0.5040161287741856,0.48649359382246216,0.17960530202677488,0.43088040715804804,0.10567049305145206,0.35223497683817356,0.3082444853628339,0.3265717551433471,0.3173454015032078,1.0000000000000007,0.3225806451612904,0.35567149701478945,0.1854955583040673,0.4051596677189081,0.4091958268518364,0.3520112645407009,0.4881822155208598,0.4189194436174239,0.39861355186630765,0.45250917472164864,0.08980265101338744,0.4560478335499128,0.4722677416582818,0.49373960935225586,0.42335535477739816,0.17424273674761284,0.32548182195368064,0.08980265101338744,0.4339554696137293,0.23759548165574573,0.36873420275410024,0.41701804869371195,0.27142299946428017,0.479590158812822,0.20739033894608508,0.4193548387096776,0.17481496402441948,0.30053715351876437,0.1270001270001905,0.38799179683158547,0.28398091712353246,0.3762981997681126,0.13470397652008118,0.21997067253202995,0.1895356263758588,0.39974218495549085,0.4602385864436109,0.2912949277328069,0.4420451780988517,0.2743516305843673,0.46092548923339394,0.04490132550669372,0.43009801112320706,0.45950374864049043,0.4595037486404904,0.04490132550669372,0.31430927854685614,0.2036532699906392
Idiopathic Pulmonary Fibrosis,0.2996023545092554,0.4724240581341694,0.4869258405481769,0.5230422554560541,0.26940795304016246,0.3175003175004763,0.4298465836929527,0.47457343093453286,0.24000768036865963,0.32128773156099966,0.4809962082231985,0.5354795526016661,0.5962567762698189,0.5174020267150055,0.4868538260775401,0.4353345024601867,0.3625835475740646,0.35921060405354993,0.500648448628207,0.43206320613767735,0.548556998801437,0.4834582964024929,0.307958941544842,0.5275281882589782,0.5296271413323763,0.5471079714248335,0.4949912224043371,0.21997067253202995,0.32128773156099966,0.25400025400038095,0.4064485096624697,0.5860108248295197,0.47860479241956283,0.31430927854685603,0.5160165127926185,0.45406068756763135,0.08980265101338744,0.5601445293054624,0.3170114791543562,0.40507022336389964,0.3596185662566395,0.3628575057148301,0.3768476642850593,0.3225806451612904,1.0000000000000007,0.33788792216404995,0.3478041718201263,0.45426993047271513,0.4910349922222037,0.4160133126390102,0.4975703350501071,0.49649711836139127,0.4724308762859943,0.471764884284272,0.08980265101338744,0.5081675859556172,0.44673975562269896,0.49373960935225586,0.4618422052117071,0.26136410512141933,0.42121176958711615,0.08980265101338744,0.5062813812160176,0.30547990498595884,0.35683955105235504,0.48891771226159336,0.5219673066620772,0.4536663664445613,0.5184758473652129,0.4677419354838712,0.17481496402441948,0.6010743070375287,0.3048003048004573,0.4157054966052702,0.2271847336988259,0.5065552689186131,0.31430927854685603,0.18330889377669163,0.3790712527517177,0.41263709414760347,0.5500412374569984,0.3442576418660445,0.5137281799527196,0.2939481756261078,0.27655529354003633,0.04490132550669372,0.41815084414756243,0.43078476435045976,0.37015579751595057,0.04490132550669372,0.22450662753346864,0.2036532699906392
Rett Syndrome,0.3096900521307502,0.42260569821229266,0.2940032457248254,0.30207927000959944,0.25743836117393526,0.1750350105035012,0.36622709889963356,0.4142442954395617,0.10585122480499261,0.2878248378005309,0.3723646897664628,0.3394857061237033,0.38671869099141537,0.4203521925036422,0.22710603822921682,0.45956664574068795,0.45530267984605954,0.25743836117393526,0.4458508287089377,0.3429971702850177,0.3870904804999079,0.3120305804954064,0.4365641250653995,0.30792859165602426,0.32117643936058116,0.3729065629664845,0.36734400375707355,0.24253562503633297,0.2878248378005309,0.14002800840280097,0.2757801013306768,0.38518977074607935,0.3837824416689361,0.14852213144650114,0.3307850775156021,0.4410390995754937,0.09901475429766741,0.3800646610316474,0.15534712747612348,0.31069425495224695,0.18881372801234025,0.3200640192064022,0.19681830757831292,0.3556714970147894,0.33788792216404995,1.0000000000000007,0.15339299776947404,0.3519624815495894,0.2964843297600851,0.1940605788091531,0.4140467293630249,0.2737143036942437,0.4069481333706327,0.4776973164738618,0.09901475429766741,0.4022639748592414,0.25332019855244947,0.3668703279566421,0.3536241224916695,0.1440876319284222,0.21110016546037452,0.19802950859533483,0.3455626298925235,0.26196841599779186,0.43278921145054877,0.3488110957132957,0.20718416498225886,0.4144549140943966,0.17149858514250885,0.30232077246257094,0.16062314155080884,0.26035958758213296,0.19603921176392136,0.24445293254085634,0.09393364366277242,0.33511112371964286,0.14852213144650114,0.16169041669088866,0.20897850190928619,0.3696599434920138,0.38368217290346146,0.11679143249475675,0.36883635505558426,0.28088828020593787,0.5082079821805378,0.09901475429766741,0.3820090820218551,0.3799802978286744,0.43627367528477423,0.09901475429766741,0.09901475429766741,0.26196841599779186
Gingivitis,0.1884336657203579,0.2947265020347545,0.3333333333333334,0.30434882146675907,0.232379000772445,0.13693063937629152,0.3089716991054785,0.29848100289785473,0.13801311186847082,0.25980762113533157,0.323669437485075,0.3656551704867631,0.3697609549990481,0.2936101097573518,0.4576246167494408,0.26631182064565384,0.24614427089907273,0.18073922282301277,0.27681826617913335,0.5962847939999443,0.34698416383208164,0.2712254014483242,0.08432740427115676,0.37918477623365004,0.32358946974142455,0.32890721959270613,0.34211284468998354,0.26352313834736496,0.37527767497325676,0.1217161238900369,0.3370999312316211,0.307815945278959,0.3127444271003342,0.2581988897471611,0.3622844186547361,0.23312620206007847,0.2581988897471611,0.30971480654125555,0.25318484177091666,0.25318484177091666,0.32003787654626514,0.2869022920265155,0.31364627168171055,0.1854955583040673,0.3478041718201263,0.15339299776947407,1.0000000000000007,0.37065236754955927,0.3697609549990481,0.3450327796711771,0.32391053207156656,0.33457480255910294,0.3395810879824072,0.31834100610600335,0.12909944487358055,0.24351231101124043,0.31193973345246895,0.33946736991660237,0.33197000110349295,0.3444233600968321,0.44038550605054433,0.0,0.3119251469460219,0.29277002188455997,0.2735942272227078,0.33075929223788925,0.3601801351125985,0.24224069756247726,0.2608745973749755,0.3014302822441094,0.1675415633166782,0.24688535993934702,0.18257418583505536,0.19920476822239894,0.20412414523193148,0.3120938919661797,0.2581988897471611,0.3689323936863109,0.31139957766460913,0.2595263992160227,0.3066111815747539,0.41876284319478446,0.3778529626149996,0.253546276418555,0.17038855027411942,0.06454972243679027,0.2919772892934087,0.2890029883456698,0.18349396085439343,0.06454972243679027,0.16137430609197567,0.2439750182371333
Anorexia Nervosa,0.4276125570936299,0.6242347186216102,0.5912787768052497,0.5782575029825141,0.4374949932957846,0.19334729780913268,0.6023511970207605,0.6698169690439763,0.18269602381046737,0.44327793437391383,0.5375227394936443,0.5502760564641692,0.5873690288476425,0.5285896569733781,0.4276125570936299,0.6063559419480063,0.5903373673191269,0.4374949932957846,0.6156200744415593,0.46044660547891764,0.5678905275458725,0.5116276088950769,0.3572131661990065,0.5078543367343988,0.5140251560304235,0.5906210367951547,0.5869257030931442,0.16744367165578428,0.473848826399701,0.22557184744398812,0.4878878468651003,0.6090663406757727,0.6292770812887769,0.23925507445863206,0.4932792642882624,0.5678291173778047,0.17089648175616579,0.6313808947031858,0.24131201407727335,0.38878046712449615,0.4301705812488376,0.42812615943450827,0.3321535233483378,0.4051596677189081,0.4542699304727152,0.35196248154958926,0.37065236754955894,1.0000000000000013,0.6140676210679898,0.4262907222244241,0.6288763149772381,0.4606120728521292,0.48323758679790896,0.6669217473116893,0.23925507445863206,0.5157623691644624,0.5052354990185443,0.6618035801037837,0.4296825827012172,0.364746668169329,0.3935007251971351,0.13671718540493263,0.5872548277525701,0.310045433597281,0.5704219578824369,0.4925760860771929,0.3496470995385361,0.46373550980376727,0.29600138923644687,0.4297147990958117,0.35485529775017777,0.37583907018239515,0.2706862169327857,0.4430143138127604,0.2594026207002701,0.5508492378810519,0.23925507445863206,0.27907278609297376,0.3503851503857933,0.4907860934236272,0.5895928620587727,0.3426834373536153,0.55475180557862,0.462429104250045,0.4511065683031393,0.06835859270246632,0.5820346812628144,0.6121122391955441,0.5149515663073624,0.06835859270246632,0.30761366716109834,0.2842083141308409
Pancreatitis,0.3800477028585322,0.5815050448832593,0.6554853293164947,0.6589693070151342,0.42962340623671863,0.34521548171187133,0.6231582028850197,0.6449997312501686,0.17397225015980525,0.4366668823046864,0.6453835454651831,0.6016299267309018,0.6271186440677974,0.5526973687772915,0.5157790253080078,0.5505463961329582,0.5183448439522599,0.3905667329424716,0.6629915259572602,0.4760424844017914,0.572583848971671,0.5983124524574387,0.3082665220025856,0.5173440119629181,0.5758592311406535,0.64894472051628,0.6623998542720485,0.23917230155373026,0.451222445048176,0.21480074417627543,0.49858557000926995,0.6616710824722173,0.6623057014746114,0.22783059421644175,0.5567112005113771,0.5407151573203147,0.09764168323561791,0.6793144438657834,0.2808536066534909,0.4085143369505322,0.5089340502348448,0.3945319790992814,0.44568576364667645,0.4091958268518361,0.4910349922222032,0.29648432976008504,0.369760954999048,0.6140676210679896,0.9999999999999994,0.579907500532684,0.6532880054892665,0.5735770567414964,0.5457745906526862,0.5862240861095778,0.22783059421644175,0.5572488813712182,0.5921358737635939,0.6846642484984257,0.45566118843288345,0.34732993787287003,0.49961464348803186,0.06509445549041193,0.6029018238928472,0.2706373072178176,0.4828303903504532,0.531596204011981,0.3934879907959016,0.5261522196019804,0.3758230140014146,0.4442697548677077,0.3167914523216338,0.42013487976039704,0.34981835480136303,0.5825689676754734,0.3087701135972319,0.5979825205398822,0.22783059421644175,0.29232170189900364,0.3336541855910154,0.5140860494013253,0.6997653965219292,0.4222967695031458,0.6321827403916832,0.3977336928089953,0.42002022046841103,0.13018891098082386,0.6062026277728468,0.6175792120893736,0.44410190532269506,0.13018891098082386,0.2766514358342508,0.24603391565256144
Ascites,0.2414872254493195,0.415603852110545,0.5750546327852956,0.5188745216627713,0.30289607416741426,0.2519763153394848,0.45549564695983835,0.49040823861375016,0.23809523809523803,0.5179323973782375,0.5076207532276443,0.45153080797077116,0.5567112005113773,0.47275719077597983,0.59443009341371,0.376733861720314,0.33971136795376927,0.33853090642240424,0.4966591543864195,0.37718596657400255,0.4897673613362548,0.49130368444051786,0.1600264528397277,0.5387166126295455,0.5648124578046892,0.47367139713386996,0.5193766413642346,0.21821789023599236,0.39840953644479793,0.16798421022632318,0.35668561398608056,0.5254431355426716,0.5006888466022154,0.22271770159368692,0.45238095238095266,0.3753688470512092,0.08908708063747478,0.5022502748493765,0.2795426231258448,0.2795426231258448,0.5945883900105635,0.3779644730092273,0.3738448461972717,0.3520112645407009,0.41601331263901026,0.1940605788091531,0.345032779671177,0.42629072222442416,0.5799075005326847,1.0000000000000009,0.4470390049816904,0.5387166126295455,0.4686664268413302,0.4298011912959399,0.22271770159368692,0.45241392835886435,0.5318160234783108,0.5111012519999523,0.3690750483552529,0.3673154433462264,0.47483573524849165,0.08908708063747478,0.5022472023339231,0.3030457633656632,0.2949968022519954,0.4136951427605493,0.31068488300059993,0.3857583749052301,0.36004114991154773,0.3360107525161236,0.23122932520643194,0.3620300534999659,0.37796447300922714,0.5086180942860993,0.39440531887330765,0.5743073230052644,0.22271770159368692,0.29095718698132317,0.24174688920761403,0.34538830040400154,0.6013377943029553,0.44659589686882367,0.4859307252654319,0.42768868524785664,0.2482229038620465,0.13363062095621217,0.5096346630832579,0.34188172937891403,0.24058343919256903,0.13363062095621217,0.15590239111558085,0.23570226039551578
Alcoholism,0.4468681439054911,0.7730591138782971,0.6545692002279573,0.6088875184204983,0.3658958614425218,0.25872744483410054,0.7164760010790477,0.7078440640960452,0.16763962686813377,0.4090840094356615,0.732688215026404,0.6311581859864491,0.6600930888797796,0.5230687378020216,0.41417047483923564,0.7332202299393908,0.6917639093299851,0.4077125313216671,0.7845630789956011,0.45267873021259275,0.6769053104255258,0.6726227250981397,0.5121475197315839,0.5237994611875152,0.554897844617828,0.7179634538074002,0.7479941864763353,0.21339479988816004,0.39739589488035687,0.1971256722545528,0.49135598138935277,0.6297146944131775,0.7496289820051995,0.2090833493957267,0.6356335852083407,0.7110716360707248,0.13067709337232916,0.7147792004126948,0.2665300196340372,0.4715531116602197,0.4286092761184295,0.40129154708962533,0.42715377698629325,0.48818221552085966,0.49757033505010695,0.41404672936302467,0.32391053207156645,0.6288763149772374,0.6532880054892664,0.44703900498169014,1.0000000000000002,0.514768435994627,0.5499694544491146,0.7621469910242982,0.15681251204679503,0.6294927677622209,0.5572089983649916,0.7372120827530331,0.5675119483598297,0.354971125812678,0.39004629885549413,0.10454167469786334,0.6174412463620346,0.2765912728927599,0.6508035047557137,0.5440521243644776,0.40103985352038607,0.5960269947799139,0.316875111148815,0.48818221552085966,0.2543834855531591,0.41233896153983207,0.2661196575436463,0.5081306144206188,0.2479423518402324,0.5391493258829398,0.2090833493957267,0.25607375986579206,0.3152050090256395,0.5704297668131836,0.6599193215302624,0.3082765803432378,0.618906779586611,0.3878186828031879,0.590233297266785,0.0784062560233975,0.6397688058648114,0.7020833379398894,0.638932984791857,0.0784062560233975,0.36589586144252173,0.21732171441573997
Gastroenteritis,0.3242322334485091,0.47160377108667034,0.5799296577691112,0.5989849814784498,0.36282473874417126,0.2748812498016868,0.4792801278593509,0.5135874305769907,0.2770542579237661,0.4829171308039098,0.5414581907049236,0.5795005569646914,0.5960702746529272,0.4453299350731151,0.5223741538892643,0.4544162465395412,0.34879201766306056,0.3109926332092897,0.5093902921340013,0.415628890044847,0.5065839626411083,0.5217848145468719,0.23981750939192345,0.5671641791044773,0.598641117482384,0.5167286673910106,0.5127912718435768,0.24687096555050947,0.44428376033959704,0.24433888871261047,0.4511405717380269,0.5420392585065853,0.5106256561489431,0.25916052767440806,0.5310206610205512,0.40559039573314193,0.086386842558136,0.5388384052904903,0.3388370737858487,0.37272078116443347,0.5106730600098363,0.3839611108341021,0.41975255768522823,0.41891944361742356,0.4964971183613908,0.2737143036942438,0.334574802559103,0.4606120728521286,0.5735770567414961,0.5387166126295447,0.5147684359946265,0.9999999999999992,0.4828649207242064,0.4538204420830194,0.21596710639534003,0.576578743900868,0.527975119223359,0.5369105336168601,0.4936391003322054,0.27237452911178656,0.4788611546444421,0.0,0.5334072827581643,0.29386041680175273,0.37759315503668445,0.48415379641597645,0.40169065863669556,0.4488792012484346,0.32419053423498084,0.4809815834125974,0.2802759273356053,0.4543089130604205,0.2687727775838716,0.45321249277851844,0.3824508552957072,0.5986675130977224,0.25916052767440806,0.3526728079292993,0.36465258274943635,0.40934611351814243,0.5939095425871845,0.48400771200703435,0.47120211771770026,0.4335765541252614,0.30404114968690815,0.043193421279068,0.47120211771770026,0.4696522862858949,0.3806332254866078,0.043193421279068,0.2591605276744081,0.16325578711208483
Hepatitis C,0.3599353643503071,0.5303340084932373,0.5942669039692121,0.5699509407344413,0.3616777720717861,0.29061909685954823,0.5722960676618792,0.5339421177376671,0.26362486509824806,0.4411287732562847,0.5807851042436755,0.6126788517448395,0.5243716655290512,0.5608374778914493,0.49705359838851915,0.4917373642735077,0.47017090863305666,0.3616777720717861,0.572826198765317,0.3954824982302079,0.5322401226936213,0.5720460816036576,0.2953086642941707,0.5680763773225959,0.5817433986764633,0.5281026314286238,0.5837796363632182,0.2684624220856098,0.4227484077039395,0.1549968516584257,0.35772737939508903,0.5363961145066203,0.5495958303184839,0.24659848095803594,0.5602028383337768,0.4749914959966073,0.1643989873053573,0.5817397656752693,0.32241294010958055,0.37077488112601764,0.5015945091376615,0.44838374944044573,0.508335269492118,0.3986135518663075,0.47243087628599395,0.40694813337063246,0.3395810879824072,0.4832375867979084,0.545774590652686,0.46866642684132975,0.5499694544491142,0.4828649207242065,1.0,0.5023245127634319,0.12329924047901797,0.5486307798280002,0.4673330914885209,0.5993078375675424,0.4109974682633931,0.3787898058437276,0.43812477327048854,0.08219949365267865,0.5296194038450113,0.3728218596007201,0.35929043395520727,0.5001732201680233,0.38221988172245824,0.5694947974514992,0.3559342484071873,0.33955969233055827,0.320028448237599,0.43228762054052267,0.27899433298516635,0.4819789749602489,0.28593138470052004,0.5564012127793301,0.24659848095803594,0.30202022484631097,0.32219303811279637,0.41311057971531323,0.5548465821555806,0.33935031589460385,0.5905255301997929,0.3587480016670877,0.39779251381258496,0.08219949365267865,0.5139759244331532,0.4819372505975371,0.3738664731908168,0.08219949365267865,0.2260486075448663,0.3417533713006601
Schizophrenia,0.44710183400989617,0.760875139468245,0.6020797289396144,0.6095685592863036,0.3966816378899843,0.22742941307367096,0.6822882392210122,0.6669017349417137,0.1719204765183758,0.40754380626257664,0.6964178062483961,0.59932912685673,0.6141395187814612,0.5201705057004489,0.39121410475865903,0.7795887510025098,0.7214530267080855,0.3859605125416063,0.7471264367816081,0.45392193776612716,0.6352500544425316,0.6053336720671069,0.560240780201483,0.5093902921340022,0.5137417004026769,0.6887943291083775,0.698908763644628,0.19695964928958382,0.40754380626257664,0.17688954350174407,0.4759086343124766,0.6390680720580921,0.7168275041555933,0.2144225069675589,0.5659049018729869,0.6582426287630107,0.18761969359661404,0.668730782902696,0.21025856676558996,0.4205171335311803,0.40888767737163995,0.4223689099939607,0.4025430793767733,0.45250917472164887,0.4717648842842722,0.4776973164738619,0.3183410061060031,0.666921747311688,0.5862240861095768,0.4298011912959399,0.7621469910242968,0.45382044208302025,0.5023245127634326,0.999999999999998,0.18761969359661404,0.6144558233613493,0.5333420410295768,0.6343026891617531,0.5820039474833741,0.3510344030573319,0.37714901472805795,0.10721125348377947,0.5756438557017939,0.26339329200375994,0.7313245875459561,0.5321937427120917,0.3614285968633785,0.5725606260459098,0.3094922302950864,0.46213702950296054,0.295663352322935,0.3716116764786032,0.27291529568840517,0.48802013920237436,0.2203706386767633,0.5183597403550536,0.2144225069675589,0.2626128657194451,0.33941679651349876,0.5849962754207854,0.6231654108744676,0.26872642790293855,0.5990532658953795,0.4094197370337647,0.6446110618699898,0.13401406685472433,0.577658506399116,0.6800111023127096,0.609533761176659,0.13401406685472433,0.33503516713681075,0.2431322695419323
Cervicitis,0.0,0.12407291674636628,0.22592402852876592,0.2773500981126146,0.19999999999999998,0.0,0.16317848796612636,0.19266865889711307,0.0,0.16770509831248423,0.1709408646894569,0.11180339887498947,0.22783059421644175,0.11371470653683549,0.26064301757134345,0.10314212462587934,0.11215443081840885,0.19999999999999998,0.18761969359661407,0.09622504486493762,0.2137965276235341,0.19695964928958382,0.0,0.172773685116272,0.1843024451936214,0.19384707146759894,0.21199957600127198,0.2041241452319315,0.39131189606246314,0.1178511301977579,0.1740776559556978,0.15686395128453964,0.1695755540890282,0.12499999999999997,0.20044593143431824,0.1805787796286538,0.0,0.17992804317122013,0.19611613513818402,0.049029033784546004,0.28603877677367767,0.1515228816828316,0.1656472891122698,0.08980265101338744,0.08980265101338744,0.09901475429766741,0.12909944487358055,0.2392550744586321,0.22783059421644175,0.22271770159368692,0.156812512046795,0.21596710639534,0.12329924047901795,0.18761969359661407,0.9999999999999998,0.25391668753850405,0.28426762180748055,0.17928429140015903,0.17857142857142855,0.1819017187772497,0.3198010745334156,0.0,0.16778901380350605,0.0944911182523068,0.09933992677987828,0.1601281538050871,0.058123819371909635,0.07216878364870323,0.14433756729740646,0.08980265101338744,0.08111071056538126,0.17928429140015903,0.07071067811865475,0.2700308624336608,0.3162277660168379,0.24174688920761406,0.12499999999999997,0.10206207261596575,0.1507556722888818,0.21538744758532144,0.18749999999999997,0.22116293423234568,0.13303802104754786,0.3818813079129866,0.03666177875533832,0.37499999999999994,0.13303802104754786,0.21320071635561041,0.14213381090374028,0.37499999999999994,0.12499999999999997,0.0944911182523068
